measure_ts,temperature
2019-06-23 14:52:03.504,22.5
2019-06-23 14:52:33.503,22.5
2019-06-23 14:53:03.503,22.5
2019-06-23 14:53:33.503,22.5
2019-06-23 14:54:03.504,22.5
2019-06-23 14:54:33.503,22.5
2019-06-23 14:55:03.503,22.5
2019-06-23 14:55:33.504,22.5
2019-06-23 14:56:03.504,22.5
2019-06-23 14:56:33.503,22.5
2019-06-23 14:57:03.503,22.5
2019-06-23 14:57:33.503,22.5
2019-06-23 14:58:03.504,22.5
2019-06-23 14:58:33.504,22.5
2019-06-23 14:59:03.504,22.5
2019-06-23 14:59:33.503,22.5
2019-06-23 15:00:03.503,22.5
2019-06-23 15:00:33.503,22.5
2019-06-23 15:01:03.504,22.5
2019-06-23 15:01:33.504,22.5
2019-06-23 15:02:03.504,22.5
2019-06-23 15:02:33.504,22.5
2019-06-23 15:03:03.504,22.5
2019-06-23 15:03:33.504,22.5
2019-06-23 15:04:03.504,22.5
2019-06-23 15:04:33.504,22.5
2019-06-23 15:05:03.504,22.5
2019-06-23 15:05:33.504,22.5
2019-06-23 15:06:03.504,22.5
2019-06-23 15:06:33.507,22.5
2019-06-23 15:07:03.504,22.5
2019-06-23 15:07:33.503,22.5
2019-06-23 15:08:03.504,22.5
2019-06-23 15:08:33.503,22.5
2019-06-23 15:09:03.504,22.5
2019-06-23 15:09:33.503,22.5
2019-06-23 15:10:03.503,22.5
2019-06-23 15:10:33.504,22.5
2019-06-23 15:11:03.504,22.5
2019-06-23 15:11:33.503,22.5
2019-06-23 15:12:03.504,22.5
2019-06-23 15:12:33.504,22.5
2019-06-23 15:13:03.503,22.5
2019-06-23 15:13:33.504,22.5
2019-06-23 15:14:03.504,22.5
2019-06-23 15:14:33.504,22.5
2019-06-23 15:15:03.504,22.5
2019-06-23 15:15:33.503,22.5
2019-06-23 15:16:03.504,22.5
2019-06-23 15:16:33.504,22.5
2019-06-23 15:17:03.504,22.5
2019-06-23 15:17:33.503,22.5
2019-06-23 15:18:03.504,22.5
2019-06-23 15:18:33.504,22.5
2019-06-23 15:19:03.503,22.5
2019-06-23 15:19:33.504,22.5
2019-06-23 15:20:03.504,22.5
2019-06-23 15:20:33.504,22.5
2019-06-23 15:21:03.504,22.5
2019-06-23 15:21:33.504,22.5
2019-06-23 15:22:03.504,22.5
2019-06-23 15:22:33.504,22.5
2019-06-23 15:23:03.504,22.5
2019-06-23 15:23:33.504,22.5
2019-06-23 15:24:03.503,22.5
2019-06-23 15:24:33.503,22.5
2019-06-23 15:25:03.504,22.5
2019-06-23 15:25:33.504,22.5
2019-06-23 15:26:03.504,22.5
2019-06-23 15:26:33.504,22.5
2019-06-23 15:27:03.504,22.5
2019-06-23 15:27:33.504,22.5
2019-06-23 15:28:03.504,22.5
2019-06-23 15:28:33.504,22.5
2019-06-23 15:29:03.504,22.5
2019-06-23 15:29:33.504,22.5
2019-06-23 15:30:03.504,22.5
2019-06-23 15:30:33.503,22.5
2019-06-23 15:31:03.504,22.5
2019-06-23 15:31:33.503,22.5
2019-06-23 15:32:03.504,22.5
2019-06-23 15:32:33.504,22.5
2019-06-23 15:33:03.504,22.5
2019-06-23 15:33:33.504,22.5
2019-06-23 15:34:03.504,22.5
2019-06-23 15:34:33.504,22.5
2019-06-23 15:35:03.504,22.5
2019-06-23 15:35:33.503,22.5
2019-06-23 15:36:03.504,22.5
2019-06-23 15:36:33.504,22.5
2019-06-23 15:37:03.504,22.5
2019-06-23 15:37:33.503,22.5
2019-06-23 15:38:03.504,22.5
2019-06-23 15:38:33.504,22.5
2019-06-23 15:39:03.504,22.5
2019-06-23 15:39:33.504,22.5
2019-06-23 15:40:03.504,22.5
2019-06-23 15:40:33.504,22.5
2019-06-23 15:41:03.504,22.5
2019-06-23 15:41:33.503,22.5
2019-06-23 15:42:03.504,22.5
2019-06-23 15:42:33.504,22.5
2019-06-23 15:43:03.503,22.5
2019-06-23 15:43:33.503,22.5
2019-06-23 15:44:03.504,22.5
2019-06-23 15:44:33.504,22.5
2019-06-23 15:45:03.504,22.5
2019-06-23 15:45:33.504,22.5
2019-06-23 15:46:03.504,22.5
2019-06-23 15:46:33.504,22.5
2019-06-23 15:47:03.504,22.5
2019-06-23 15:47:33.504,22.5
2019-06-23 15:48:03.504,22.5
2019-06-23 15:48:33.504,22.5
2019-06-23 15:49:03.504,22.5
2019-06-23 15:49:33.504,22.5
2019-06-23 15:50:03.504,22.5
2019-06-23 15:50:33.504,22.5
2019-06-23 15:51:03.504,22.5
2019-06-23 15:51:33.504,22.5
2019-06-23 15:52:03.504,22.5
2019-06-23 15:52:33.504,22.5
2019-06-23 15:53:03.504,22.5
2019-06-23 15:53:33.503,22.5
2019-06-23 15:54:03.504,22.5
2019-06-23 15:54:33.504,22.5
2019-06-23 15:55:03.504,22.5
2019-06-23 15:55:33.504,22.5
2019-06-23 15:56:03.504,22.5
2019-06-23 15:56:33.504,22.5
2019-06-23 15:57:03.504,22.5
2019-06-23 15:57:33.503,22.5
2019-06-23 15:58:03.503,22.5
2019-06-23 15:58:33.503,22.5
2019-06-23 15:59:03.504,22.5
2019-06-23 15:59:33.503,22.5
2019-06-23 16:00:03.504,22.5
2019-06-23 16:00:33.504,22.5
2019-06-23 16:01:03.504,22.5
2019-06-23 16:01:33.503,22.5
2019-06-23 16:02:03.503,22.5
2019-06-23 16:02:33.504,22.5
2019-06-23 16:03:03.503,22.5
2019-06-23 16:03:33.504,22.5
2019-06-23 16:04:03.503,22.5
2019-06-23 16:04:33.503,22.5
2019-06-23 16:05:03.504,22.5
2019-06-23 16:05:33.504,22.5
2019-06-23 16:06:03.504,22.5
2019-06-23 16:06:33.503,22.5
2019-06-23 16:07:03.504,22.5
2019-06-23 16:07:33.504,22.5
2019-06-23 16:08:03.504,22.5
2019-06-23 16:08:33.504,22.5
2019-06-23 16:09:03.503,22.5
2019-06-23 16:09:33.504,22.5
2019-06-23 16:10:03.504,22.5
2019-06-23 16:10:33.504,22.5
2019-06-23 16:11:03.504,22.5
2019-06-23 16:11:33.504,22.5
2019-06-23 16:12:03.503,22.5
2019-06-23 16:12:33.504,22.5
2019-06-23 16:13:03.504,22.5
2019-06-23 16:13:33.503,22.5
2019-06-23 16:14:03.503,22.5
2019-06-23 16:14:33.504,22.5
2019-06-23 16:15:03.504,22.5
2019-06-23 16:15:33.504,22.5
2019-06-23 16:16:03.504,22.5
2019-06-23 16:16:33.504,22.5
2019-06-23 16:17:03.504,22.5
2019-06-23 16:17:33.504,22.5
2019-06-23 16:18:03.504,22.5
2019-06-23 16:18:33.504,22.5
2019-06-23 16:19:03.504,22.5
2019-06-23 16:19:33.504,22.5
2019-06-23 16:20:03.504,22.5
2019-06-23 16:20:33.504,22.5
2019-06-23 16:21:03.504,22.5
2019-06-23 16:21:33.504,22.5
2019-06-23 16:22:03.504,22.5
2019-06-23 16:22:33.504,22.5
2019-06-23 16:23:03.504,22.5
2019-06-23 16:23:33.503,22.5
2019-06-23 16:24:03.504,22.5
2019-06-23 16:24:33.504,22.5
2019-06-23 16:25:03.504,22.5
2019-06-23 16:25:33.504,22.5
2019-06-23 16:26:03.504,22.5
2019-06-23 16:26:33.504,22.5
2019-06-23 16:27:03.504,22.5
2019-06-23 16:27:33.504,22.5
2019-06-23 16:28:03.503,22.5
2019-06-23 16:28:33.504,22.5
2019-06-23 16:29:03.504,22.5
2019-06-23 16:29:33.504,22.5
2019-06-23 16:30:03.504,22.5
2019-06-23 16:30:33.503,22.5
2019-06-23 16:31:03.504,22.5
2019-06-23 16:31:33.504,22.5
2019-06-23 16:32:03.504,22.5
2019-06-23 16:32:33.504,22.5
2019-06-23 16:33:03.504,22.5
2019-06-23 16:33:33.504,22.5
2019-06-23 16:34:03.504,22.5
2019-06-23 16:34:33.504,22.5
2019-06-23 16:35:03.504,22.5
2019-06-23 16:35:33.504,22.5
2019-06-23 16:36:03.504,22.5
2019-06-23 16:36:33.504,22.5
2019-06-23 16:37:03.503,22.5
2019-06-23 16:37:33.504,22.5
2019-06-23 16:38:03.503,22.5
2019-06-23 16:38:33.504,22.5
2019-06-23 16:39:03.504,22.5
2019-06-23 16:39:33.504,22.5
2019-06-23 16:40:03.503,22.5
2019-06-23 16:40:33.504,22.5
2019-06-23 16:41:03.503,22.5
2019-06-23 16:41:33.503,22.5
2019-06-23 16:42:03.504,22.5
2019-06-23 16:42:33.503,22.5
2019-06-23 16:43:03.503,22.5
2019-06-23 16:43:33.503,22.5
2019-06-23 16:44:03.503,22.5
2019-06-23 16:44:33.504,22.5
2019-06-23 16:45:03.504,22.5
2019-06-23 16:45:33.504,22.5
2019-06-23 16:46:03.504,22.5
2019-06-23 16:46:33.504,22.5
2019-06-23 16:47:03.504,22.5
2019-06-23 16:47:33.504,22.5
2019-06-23 16:48:03.504,22.5
2019-06-23 16:48:33.504,22.5
2019-06-23 16:49:03.503,22.5
2019-06-23 16:49:33.503,22.5
2019-06-23 16:50:03.504,22.5
2019-06-23 16:50:33.504,22.5
2019-06-23 16:51:03.504,22.5
2019-06-23 16:51:33.504,22.5
2019-06-23 16:52:03.504,22.5
2019-06-23 16:52:33.504,22.5
2019-06-23 16:53:03.503,22.5
2019-06-23 16:53:33.504,22.5
2019-06-23 16:54:03.504,22.5
2019-06-23 16:54:33.504,22.5
2019-06-23 16:55:03.503,22.5
2019-06-23 16:55:33.504,22.5
2019-06-23 16:56:03.503,22.5
2019-06-23 16:56:33.504,22.5
2019-06-23 16:57:03.504,22.5
2019-06-23 16:57:33.503,22.5
2019-06-23 16:58:03.503,22.5
2019-06-23 16:58:33.504,22.5
2019-06-23 16:59:03.504,22.5
2019-06-23 16:59:33.504,22.5
2019-06-23 17:00:03.503,22.5
2019-06-23 17:00:33.504,22.5
2019-06-23 17:01:03.504,22.5
2019-06-23 17:01:33.503,22.5
2019-06-23 17:02:03.504,22.5
2019-06-23 17:02:33.503,22.5
2019-06-23 17:03:03.503,22.5
2019-06-23 17:03:33.503,22.5
2019-06-23 17:04:03.503,22.5
2019-06-23 17:04:33.503,22.5
2019-06-23 17:05:03.503,22.5
2019-06-23 17:05:33.504,22.5
2019-06-23 17:06:03.503,22.5
2019-06-23 17:06:33.504,22.5
2019-06-23 17:07:03.504,22.5
2019-06-23 17:07:33.504,22.5
2019-06-23 17:08:03.504,22.5
2019-06-23 17:08:33.504,22.5
2019-06-23 17:09:03.504,22.5
2019-06-23 17:09:33.504,22.5
2019-06-23 17:10:03.503,22.5
2019-06-23 17:10:33.503,22.5
2019-06-23 17:11:03.504,22.5
2019-06-23 17:11:33.504,22.5
2019-06-23 17:12:03.504,22.5
2019-06-23 17:12:33.504,22.5
2019-06-23 17:13:03.503,22.5
2019-06-23 17:13:33.504,22.5
2019-06-23 17:14:03.503,22.5
2019-06-23 17:14:33.503,22.5
2019-06-23 17:15:03.504,22.5
2019-06-23 17:15:33.504,22.5
2019-06-23 17:16:03.503,22.5
2019-06-23 17:16:33.504,22.5
2019-06-23 17:17:03.504,22.5
2019-06-23 17:17:33.504,22.5
2019-06-23 17:18:03.504,22.5
2019-06-23 17:18:33.504,22.5
2019-06-23 17:19:03.504,22.5
2019-06-23 17:19:33.503,22.5
2019-06-23 17:20:03.504,22.5
2019-06-23 17:20:33.504,22.5
2019-06-23 17:21:03.504,22.5
2019-06-23 17:21:33.503,22.5
2019-06-23 17:22:03.504,22.5
2019-06-23 17:22:33.503,22.5
2019-06-23 17:23:03.504,22.5
2019-06-23 17:23:33.503,22.5
2019-06-23 17:24:03.504,22.5
2019-06-23 17:24:33.503,22.5
2019-06-23 17:25:03.504,22.5
2019-06-23 17:25:33.504,22.5
2019-06-23 17:26:03.503,22.5
2019-06-23 17:26:33.504,22.5
2019-06-23 17:27:03.504,22.5
2019-06-23 17:27:33.504,22.5
2019-06-23 17:28:03.503,22.5
2019-06-23 17:28:33.504,22.5
2019-06-23 17:29:03.504,22.5
2019-06-23 17:29:33.504,22.5
2019-06-23 17:30:03.504,22.5
2019-06-23 17:30:33.504,22.5
2019-06-23 17:31:03.504,22.5
2019-06-23 17:31:33.504,22.5
2019-06-23 17:32:03.504,22.5
2019-06-23 17:32:33.504,22.5
2019-06-23 17:33:03.503,22.5
2019-06-23 17:33:33.504,22.5
2019-06-23 17:34:03.504,22.5
2019-06-23 17:34:33.504,22.5
2019-06-23 17:35:03.504,22.5
2019-06-23 17:35:33.503,22.5
2019-06-23 17:36:03.504,22.5
2019-06-23 17:36:33.504,22.5
2019-06-23 17:37:03.503,22.5
2019-06-23 17:37:33.504,22.5
2019-06-23 17:38:03.504,22.5
2019-06-23 17:38:33.504,22.5
2019-06-23 17:39:03.504,22.5
2019-06-23 17:39:33.504,22.5
2019-06-23 17:40:03.504,22.5
2019-06-23 17:40:33.503,22.5
2019-06-23 17:41:03.504,22.5
2019-06-23 17:41:33.504,22.5
2019-06-23 17:42:03.504,22.5
2019-06-23 17:42:33.504,22.5
2019-06-23 17:43:03.504,22.5
2019-06-23 17:43:33.503,22.5
2019-06-23 17:44:03.504,22.5
2019-06-23 17:44:33.504,22.5
2019-06-23 17:45:03.504,22.5
2019-06-23 17:45:33.504,22.5
2019-06-23 17:46:03.504,22.5
2019-06-23 17:46:33.503,22.5
2019-06-23 17:47:03.503,22.5
2019-06-23 17:47:33.504,22.5
2019-06-23 17:48:03.504,22.5
2019-06-23 17:48:33.504,22.5
2019-06-23 17:49:03.503,22.5
2019-06-23 17:49:33.504,22.5
2019-06-23 17:50:03.504,22.5
2019-06-23 17:50:33.504,22.5
2019-06-23 17:51:03.504,22.5
2019-06-23 17:51:33.504,22.5
2019-06-23 17:52:03.514,22.5
2019-06-23 17:52:33.504,22.5
2019-06-23 17:53:03.504,22.5
2019-06-23 17:53:33.504,22.5
2019-06-23 17:54:03.504,22.5
2019-06-23 17:54:33.504,22.5
2019-06-23 17:55:03.504,22.5
2019-06-23 17:55:33.503,22.5
2019-06-23 17:56:03.504,22.5
2019-06-23 17:56:33.504,22.5
2019-06-23 17:57:03.503,22.5
2019-06-23 17:57:33.503,22.5
2019-06-23 17:58:03.503,22.5
2019-06-23 17:58:33.503,22.5
2019-06-23 17:59:03.503,22.5
2019-06-23 17:59:33.504,22.5
2019-06-23 18:00:03.504,22.5
2019-06-23 18:00:33.504,22.5
2019-06-23 18:01:03.503,22.5
2019-06-23 18:01:33.504,22.5
2019-06-23 18:02:03.504,22.5
2019-06-23 18:02:33.504,22.5
2019-06-23 18:03:03.503,22.5
2019-06-23 18:03:33.504,22.5
2019-06-23 18:04:03.504,22.5
2019-06-23 18:04:33.503,22.5
2019-06-23 18:05:03.503,22.5
2019-06-23 18:05:33.504,22.5
2019-06-23 18:06:03.504,22.5
2019-06-23 18:06:33.504,22.5
2019-06-23 18:07:03.504,22.5
2019-06-23 18:07:33.503,22.5
2019-06-23 18:08:03.503,22.5
2019-06-23 18:08:33.504,22.5
2019-06-23 18:09:03.504,22.5
2019-06-23 18:09:33.503,22.5
2019-06-23 18:10:03.504,22.5
2019-06-23 18:10:33.504,22.5
2019-06-23 18:11:03.504,22.5
2019-06-23 18:11:33.504,22.5
2019-06-23 18:12:03.504,22.5
2019-06-23 18:12:33.504,22.5
2019-06-23 18:13:03.504,22.5
2019-06-23 18:13:33.503,22.5
2019-06-23 18:14:03.504,22.5
2019-06-23 18:14:33.504,22.5
2019-06-23 18:15:03.504,22.5
2019-06-23 18:15:33.504,22.5
2019-06-23 18:16:03.504,22.5
2019-06-23 18:16:33.504,22.5
2019-06-23 18:17:03.504,22.5
2019-06-23 18:17:33.503,22.5
2019-06-23 18:18:03.503,22.5
2019-06-23 18:18:33.503,22.5
2019-06-23 18:19:03.503,22.5
2019-06-23 18:19:33.503,22.5
2019-06-23 18:20:03.504,22.5
2019-06-23 18:20:33.504,22.5
2019-06-23 18:21:03.504,22.5
2019-06-23 18:21:33.504,22.5
2019-06-23 18:22:03.504,22.5
2019-06-23 18:22:33.504,22.5
2019-06-23 18:23:03.504,22.5
2019-06-23 18:23:33.503,22.5
2019-06-23 18:24:03.504,22.5
2019-06-23 18:24:33.504,22.5
2019-06-23 18:25:03.504,22.5
2019-06-23 18:25:33.503,22.5
2019-06-23 18:26:03.504,22.5
2019-06-23 18:26:33.504,22.5
2019-06-23 18:27:03.503,22.5
2019-06-23 18:27:33.503,22.5
2019-06-23 18:28:03.504,22.5
2019-06-23 18:28:33.504,22.5
2019-06-23 18:29:03.503,22.5
2019-06-23 18:29:33.504,22.5
2019-06-23 18:30:03.503,22.5
2019-06-23 18:30:33.503,22.5
2019-06-23 18:31:03.504,22.5
2019-06-23 18:31:33.504,22.5
2019-06-23 18:32:03.504,22.5
2019-06-23 18:32:33.504,22.5
2019-06-23 18:33:03.504,22.5
2019-06-23 18:33:33.504,22.5
2019-06-23 18:34:03.504,22.5
2019-06-23 18:34:33.504,22.5
2019-06-23 18:35:03.504,22.5
2019-06-23 18:35:33.504,22.5
2019-06-23 18:36:03.504,22.5
2019-06-23 18:36:33.503,22.5
2019-06-23 18:37:03.504,22.5
2019-06-23 18:37:33.504,22.5
2019-06-23 18:38:03.504,22.5
2019-06-23 18:38:33.503,22.5
2019-06-23 18:39:03.504,22.5
2019-06-23 18:39:33.504,22.5
2019-06-23 18:40:03.503,22.5
2019-06-23 18:40:33.504,22.5
2019-06-23 18:41:03.504,22.5
2019-06-23 18:41:33.503,22.5
2019-06-23 18:42:03.504,22.5
2019-06-23 18:42:33.504,22.5
2019-06-23 18:43:03.503,22.5
2019-06-23 18:43:33.503,22.5
2019-06-23 18:44:03.504,22.5
2019-06-23 18:44:33.504,22.5
2019-06-23 18:45:03.504,22.5
2019-06-23 18:45:33.504,22.5
2019-06-23 18:46:03.504,22.5
2019-06-23 18:46:33.504,22.5
2019-06-23 18:47:03.504,22.5
2019-06-23 18:47:33.504,22.5
2019-06-23 18:48:03.504,22.5
2019-06-23 18:48:33.51,22.5
2019-06-23 18:49:03.504,22.5
2019-06-23 18:49:33.504,22.5
2019-06-23 18:50:03.504,22.5
2019-06-23 18:50:33.504,22.5
2019-06-23 18:51:03.504,22.5
2019-06-23 18:51:33.504,22.5
2019-06-23 18:52:03.504,22.5
2019-06-23 18:52:33.504,22.5
2019-06-23 18:53:03.504,22.5
2019-06-23 18:53:33.503,22.5
2019-06-23 18:54:03.504,22.5
2019-06-23 18:54:33.504,22.5
2019-06-23 18:55:03.504,22.5
2019-06-23 18:55:33.504,22.5
2019-06-23 18:56:03.504,22.5
2019-06-23 18:56:33.504,22.5
2019-06-23 18:57:03.504,22.5
2019-06-23 18:57:33.504,22.5
2019-06-23 18:58:03.504,22.5
2019-06-23 18:58:33.504,22.5
2019-06-23 18:59:03.504,22.5
2019-06-23 18:59:33.504,22.5
2019-06-23 19:00:03.504,22.5
2019-06-23 19:00:33.504,22.5
2019-06-23 19:01:03.504,22.5
2019-06-23 19:01:33.503,22.5
2019-06-23 19:02:03.504,22.5
2019-06-23 19:02:33.503,22.5
2019-06-23 19:03:03.503,22.5
2019-06-23 19:03:33.503,22.5
2019-06-23 19:04:03.503,22.5
2019-06-23 19:04:33.504,22.5
2019-06-23 19:05:03.504,22.5
2019-06-23 19:05:33.504,22.5
2019-06-23 19:06:03.504,22.5
2019-06-23 19:06:33.504,22.5
2019-06-23 19:07:03.503,22.5
2019-06-23 19:07:33.504,22.5
2019-06-23 19:08:03.504,22.5
2019-06-23 19:08:33.504,22.5
2019-06-23 19:09:03.504,22.5
2019-06-23 19:09:33.504,22.5
2019-06-23 19:10:03.504,22.5
2019-06-23 19:10:33.504,22.5
2019-06-23 19:11:03.503,22.5
2019-06-23 19:11:33.504,22.5
2019-06-23 19:12:03.504,22.5
2019-06-23 19:12:33.503,22.5
2019-06-23 19:13:03.504,22.5
2019-06-23 19:13:33.504,22.5
2019-06-23 19:14:03.504,22.5
2019-06-23 19:14:33.503,22.5
2019-06-23 19:15:03.504,22.5
2019-06-23 19:15:33.503,22.5
2019-06-23 19:16:03.504,22.5
2019-06-23 19:16:33.504,22.5
2019-06-23 19:17:03.503,22.5
2019-06-23 19:17:33.504,22.5
2019-06-23 19:18:03.504,22
2019-06-23 19:18:33.504,22
2019-06-23 19:19:03.504,22
2019-06-23 19:19:33.504,22
2019-06-23 19:20:03.504,22
2019-06-23 19:20:33.503,22
2019-06-23 19:21:03.504,22
2019-06-23 19:21:33.504,22
2019-06-23 19:22:03.504,22
2019-06-23 19:22:33.503,22
2019-06-23 19:23:03.503,22
2019-06-23 19:23:33.504,22
2019-06-23 19:24:03.503,22
2019-06-23 19:24:33.503,22
2019-06-23 19:25:03.504,22
2019-06-23 19:25:33.504,22
2019-06-23 19:26:03.503,22
2019-06-23 19:26:33.504,22
2019-06-23 19:27:03.504,22
2019-06-23 19:27:33.503,22
2019-06-23 19:28:03.503,22
2019-06-23 19:28:33.504,22
2019-06-23 19:29:03.504,22
2019-06-23 19:29:33.504,22
2019-06-23 19:30:03.504,22
2019-06-23 19:30:33.504,22
2019-06-23 19:31:03.503,22
2019-06-23 19:31:33.504,22
2019-06-23 19:32:03.504,22
2019-06-23 19:32:33.503,22
2019-06-23 19:33:03.503,22
2019-06-23 19:33:33.504,22
2019-06-23 19:34:03.504,22
2019-06-23 19:34:33.504,22
2019-06-23 19:35:03.504,22
2019-06-23 19:35:33.504,22
2019-06-23 19:36:03.503,22
2019-06-23 19:36:33.503,22
2019-06-23 19:37:03.503,22
2019-06-23 19:37:33.504,22
2019-06-23 19:38:03.504,22
2019-06-23 19:38:33.504,22
2019-06-23 19:39:03.503,22
2019-06-23 19:39:33.504,22
2019-06-23 19:40:03.504,22
2019-06-23 19:40:33.504,22
2019-06-23 19:41:03.504,22
2019-06-23 19:41:33.503,22
2019-06-23 19:42:03.503,22
2019-06-23 19:42:33.503,22
2019-06-23 19:43:03.504,22
2019-06-23 19:43:33.504,22
2019-06-23 19:44:03.503,22
2019-06-23 19:44:33.504,22
2019-06-23 19:45:03.504,22
2019-06-23 19:45:33.503,22
2019-06-23 19:46:03.503,22
2019-06-23 19:46:33.503,22
2019-06-23 19:47:03.504,22
2019-06-23 19:47:33.503,22
2019-06-23 19:48:03.504,22
2019-06-23 19:48:33.504,22
2019-06-23 19:49:03.503,22
2019-06-23 19:49:33.503,22
2019-06-23 19:50:03.504,22
2019-06-23 19:50:33.503,22
2019-06-23 19:51:03.504,22
2019-06-23 19:51:33.503,22
2019-06-23 19:52:03.504,22
2019-06-23 19:52:33.504,22
2019-06-23 19:53:03.504,22
2019-06-23 19:53:33.504,22
2019-06-23 19:54:03.504,22
2019-06-23 19:54:33.504,22
2019-06-23 19:55:03.503,22
2019-06-23 19:55:33.503,22
2019-06-23 19:56:03.504,22
2019-06-23 19:56:33.503,22
2019-06-23 19:57:03.504,22
2019-06-23 19:57:33.504,22
2019-06-23 19:58:03.505,22
2019-06-23 19:58:33.504,22
2019-06-23 19:59:03.504,22
2019-06-23 19:59:33.504,22
2019-06-23 20:00:03.504,22
2019-06-23 20:00:33.504,22
2019-06-23 20:01:03.504,22
2019-06-23 20:01:33.504,22
2019-06-23 20:02:03.503,22
2019-06-23 20:02:33.504,22
2019-06-23 20:03:03.504,22
2019-06-23 20:03:33.503,22
2019-06-23 20:04:03.504,22
2019-06-23 20:04:33.503,22
2019-06-23 20:05:03.504,22
2019-06-23 20:05:33.504,22
2019-06-23 20:06:03.503,22
2019-06-23 20:06:33.504,22
2019-06-23 20:07:03.504,22
2019-06-23 20:07:33.503,22
2019-06-23 20:08:03.504,22
2019-06-23 20:08:33.503,22
2019-06-23 20:09:03.504,22
2019-06-23 20:09:33.504,22
2019-06-23 20:10:03.504,22
2019-06-23 20:10:33.504,22
2019-06-23 20:11:03.504,22
2019-06-23 20:11:33.504,22
2019-06-23 20:12:03.504,22
2019-06-23 20:12:33.504,22
2019-06-23 20:13:03.504,22
2019-06-23 20:13:33.504,22
2019-06-23 20:14:03.504,22
2019-06-23 20:14:33.504,22
2019-06-23 20:15:03.504,22
2019-06-23 20:15:33.504,22
2019-06-23 20:16:03.504,22
2019-06-23 20:16:33.504,22
2019-06-23 20:17:03.504,22
2019-06-23 20:17:33.504,22
2019-06-23 20:18:03.503,22
2019-06-23 20:18:33.504,22
